"vid","party_code","choice","left_right_party","left_right_resp","strong_aff_1","strong_aff_2","elect_viability","media_repr_count","media_repr_mean","main_inf_source_tv","main_inf_source_radio","main_inf_source_newspapers","main_inf_source_internet","v22","v24","v31.1","v31.2","v94.1","v94.2","v95.1","v95.2","v95.3","v95.4","v95.5","v95.6","v95.7","v95.9","v87","v90","v116","v117","v132"
851,"v81_6",1,5,5,0,1,221.94,44857,1447,1,0,0,0,2,3,2,2,1,1,1,4,1,2,3,4,3,3,3,2,3,2,3
851,"v81_7",0,10,5,0,0,2.7,6908,222.8387,1,0,0,0,2,3,2,2,1,1,1,4,1,2,3,4,3,3,3,2,3,2,3
852,"v81_1",0,1,4,0,0,59.58,13878,447.6774,1,0,0,0,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3
852,"v81_2",0,4,4,0,0,52.515,12214,394,1,0,0,0,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3
852,"v81_4",0,10,4,0,0,86.355,22138,714.129,1,0,0,0,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3
852,"v81_5",0,5,4,0,0,15.435,7332,236.516,1,0,0,0,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3
852,"v81_6",1,1,4,0,0,221.94,44857,1447,1,0,0,0,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3
852,"v81_7",0,10,4,0,0,2.7,6908,222.8387,1,0,0,0,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3
853,"v81_1",0,7,7,0,0,59.58,13878,447.6774,0,0,0,1,3,4,3,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,4
853,"v81_2",0,2,7,0,0,52.515,12214,394,0,0,0,1,3,4,3,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,4
853,"v81_4",1,5,7,0,0,86.355,22138,714.129,0,0,0,1,3,4,3,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,4
853,"v81_5",0,0,7,0,0,15.435,7332,236.516,0,0,0,1,3,4,3,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,4
853,"v81_6",0,10,7,0,0,221.94,44857,1447,0,0,0,1,3,4,3,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,4
853,"v81_7",0,2,7,0,0,2.7,6908,222.8387,0,0,0,1,3,4,3,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,4
854,"v81_1",0,2,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,2,1,7,1,1,1,4,1,1,1,1,3,2,4,2,2
854,"v81_2",0,6,6.127517,0,0,52.515,12214,394,1,0,0,0,2,2,2,2,1,7,1,1,1,4,1,1,1,1,3,2,4,2,2
854,"v81_4",0,6,6.127517,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,2,1,7,1,1,1,4,1,1,1,1,3,2,4,2,2
854,"v81_5",0,1,6.127517,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,2,1,7,1,1,1,4,1,1,1,1,3,2,4,2,2
854,"v81_6",1,5,6.127517,1,0,221.94,44857,1447,1,0,0,0,2,2,2,2,1,7,1,1,1,4,1,1,1,1,3,2,4,2,2
854,"v81_7",0,8,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,2,1,7,1,1,1,4,1,1,1,1,3,2,4,2,2
855,"v81_1",0,1,4,0,0,59.58,13878,447.6774,0,1,0,0,1,1,1,7,3,3,1,4,1,3,4,3,1,7,2,3,1,2,3
855,"v81_2",0,10,4,0,0,52.515,12214,394,0,1,0,0,1,1,1,7,3,3,1,4,1,3,4,3,1,7,2,3,1,2,3
855,"v81_4",0,4.823752,4,0,0,86.355,22138,714.129,0,1,0,0,1,1,1,7,3,3,1,4,1,3,4,3,1,7,2,3,1,2,3
855,"v81_5",0,8,4,0,0,15.435,7332,236.516,0,1,0,0,1,1,1,7,3,3,1,4,1,3,4,3,1,7,2,3,1,2,3
855,"v81_6",1,10,4,1,0,221.94,44857,1447,0,1,0,0,1,1,1,7,3,3,1,4,1,3,4,3,1,7,2,3,1,2,3
855,"v81_7",0,1,4,0,0,2.7,6908,222.8387,0,1,0,0,1,1,1,7,3,3,1,4,1,3,4,3,1,7,2,3,1,2,3
856,"v81_1",0,4,10,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,3,4,2,2,1,1,4,4,4,2,2,3,3,3,3,3
856,"v81_2",0,3,10,0,0,52.515,12214,394,1,0,0,0,3,3,2,3,4,2,2,1,1,4,4,4,2,2,3,3,3,3,3
856,"v81_4",0,5,10,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,3,4,2,2,1,1,4,4,4,2,2,3,3,3,3,3
856,"v81_5",0,2,10,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,3,4,2,2,1,1,4,4,4,2,2,3,3,3,3,3
856,"v81_6",1,10,10,0,1,221.94,44857,1447,1,0,0,0,3,3,2,3,4,2,2,1,1,4,4,4,2,2,3,3,3,3,3
856,"v81_7",0,3,10,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,3,4,2,2,1,1,4,4,4,2,2,3,3,3,3,3
857,"v81_1",1,5,6,0,0,59.58,13878,447.6774,0,0,0,1,7,7,3,2,2,3,2,1,2,2,1,2,7,3,3,3,3,3,3
857,"v81_2",0,3,6,0,0,52.515,12214,394,0,0,0,1,7,7,3,2,2,3,2,1,2,2,1,2,7,3,3,3,3,3,3
857,"v81_4",0,3,6,0,0,86.355,22138,714.129,0,0,0,1,7,7,3,2,2,3,2,1,2,2,1,2,7,3,3,3,3,3,3
857,"v81_5",0,6,6,0,0,15.435,7332,236.516,0,0,0,1,7,7,3,2,2,3,2,1,2,2,1,2,7,3,3,3,3,3,3
857,"v81_6",0,4,6,0,0,221.94,44857,1447,0,0,0,1,7,7,3,2,2,3,2,1,2,2,1,2,7,3,3,3,3,3,3
857,"v81_7",0,4.823752,6,0,0,2.7,6908,222.8387,0,0,0,1,7,7,3,2,2,3,2,1,2,2,1,2,7,3,3,3,3,3,3
858,"v81_1",0,4.823752,5,0,0,59.58,13878,447.6774,1,0,0,0,2,2,3,3,1,3,2,1,1,2,1,2,4,2,3,3,3,3,4
858,"v81_2",0,5,5,0,0,52.515,12214,394,1,0,0,0,2,2,3,3,1,3,2,1,1,2,1,2,4,2,3,3,3,3,4
858,"v81_4",0,1,5,0,0,86.355,22138,714.129,1,0,0,0,2,2,3,3,1,3,2,1,1,2,1,2,4,2,3,3,3,3,4
858,"v81_5",0,4.823752,5,0,0,15.435,7332,236.516,1,0,0,0,2,2,3,3,1,3,2,1,1,2,1,2,4,2,3,3,3,3,4
858,"v81_6",1,5,5,0,0,221.94,44857,1447,1,0,0,0,2,2,3,3,1,3,2,1,1,2,1,2,4,2,3,3,3,3,4
858,"v81_7",0,4.823752,5,0,0,2.7,6908,222.8387,1,0,0,0,2,2,3,3,1,3,2,1,1,2,1,2,4,2,3,3,3,3,4
859,"v81_1",0,2,5,0,0,59.58,13878,447.6774,1,0,0,0,2,3,2,3,1,3,1,2,1,1,1,3,1,2,7,4,3,1,4
859,"v81_2",0,1,5,0,0,52.515,12214,394,1,0,0,0,2,3,2,3,1,3,1,2,1,1,1,3,1,2,7,4,3,1,4
859,"v81_4",0,2,5,0,0,86.355,22138,714.129,1,0,0,0,2,3,2,3,1,3,1,2,1,1,1,3,1,2,7,4,3,1,4
859,"v81_5",0,3,5,0,0,15.435,7332,236.516,1,0,0,0,2,3,2,3,1,3,1,2,1,1,1,3,1,2,7,4,3,1,4
859,"v81_6",1,3,5,0,0,221.94,44857,1447,1,0,0,0,2,3,2,3,1,3,1,2,1,1,1,3,1,2,7,4,3,1,4
859,"v81_7",0,2,5,0,0,2.7,6908,222.8387,1,0,0,0,2,3,2,3,1,3,1,2,1,1,1,3,1,2,7,4,3,1,4
860,"v81_1",0,5,6,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,3,3,7,1,3,2,3,2,3,3,2,3,3,3,3,3
860,"v81_2",0,0,6,0,0,52.515,12214,394,1,0,0,0,3,3,2,3,3,7,1,3,2,3,2,3,3,2,3,3,3,3,3
860,"v81_4",0,3,6,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,3,3,7,1,3,2,3,2,3,3,2,3,3,3,3,3
860,"v81_5",0,5,6,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,3,3,7,1,3,2,3,2,3,3,2,3,3,3,3,3
860,"v81_6",1,8,6,0,1,221.94,44857,1447,1,0,0,0,3,3,2,3,3,7,1,3,2,3,2,3,3,2,3,3,3,3,3
860,"v81_7",0,4.823752,6,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,3,3,7,1,3,2,3,2,3,3,2,3,3,3,3,3
861,"v81_1",0,5,4,0,0,59.58,13878,447.6774,0,1,0,0,3,2,2,4,1,7,4,1,1,4,1,2,3,1,3,3,3,3,3
861,"v81_2",0,10,4,0,0,52.515,12214,394,0,1,0,0,3,2,2,4,1,7,4,1,1,4,1,2,3,1,3,3,3,3,3
861,"v81_4",1,0,4,0,0,86.355,22138,714.129,0,1,0,0,3,2,2,4,1,7,4,1,1,4,1,2,3,1,3,3,3,3,3
861,"v81_5",0,0,4,0,0,15.435,7332,236.516,0,1,0,0,3,2,2,4,1,7,4,1,1,4,1,2,3,1,3,3,3,3,3
861,"v81_6",0,0,4,0,0,221.94,44857,1447,0,1,0,0,3,2,2,4,1,7,4,1,1,4,1,2,3,1,3,3,3,3,3
861,"v81_7",0,10,4,0,0,2.7,6908,222.8387,0,1,0,0,3,2,2,4,1,7,4,1,1,4,1,2,3,1,3,3,3,3,3
862,"v81_1",0,2,6,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3
862,"v81_2",0,2,6,0,0,52.515,12214,394,1,0,0,0,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3
862,"v81_4",0,2,6,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3
862,"v81_5",0,3,6,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3
862,"v81_6",1,7,6,0,0,221.94,44857,1447,1,0,0,0,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3
862,"v81_7",0,8,6,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3
863,"v81_1",1,8,5,0,0,59.58,13878,447.6774,1,0,0,0,4,4,2,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,4
863,"v81_2",0,8,5,0,0,52.515,12214,394,1,0,0,0,4,4,2,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,4
863,"v81_4",0,0,5,0,0,86.355,22138,714.129,1,0,0,0,4,4,2,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,4
863,"v81_5",0,8,5,0,0,15.435,7332,236.516,1,0,0,0,4,4,2,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,4
863,"v81_6",0,9,5,0,0,221.94,44857,1447,1,0,0,0,4,4,2,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,4
863,"v81_7",0,9,5,0,0,2.7,6908,222.8387,1,0,0,0,4,4,2,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,4
864,"v81_1",0,0,10,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,4,2,2,1,3,1,2,1,3,4,2,1,4,3,1,3
864,"v81_2",0,8,10,0,0,52.515,12214,394,1,0,0,0,1,1,2,4,2,2,1,3,1,2,1,3,4,2,1,4,3,1,3
864,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,4,2,2,1,3,1,2,1,3,4,2,1,4,3,1,3
864,"v81_5",0,3,10,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,4,2,2,1,3,1,2,1,3,4,2,1,4,3,1,3
864,"v81_6",1,10,10,1,0,221.94,44857,1447,1,0,0,0,1,1,2,4,2,2,1,3,1,2,1,3,4,2,1,4,3,1,3
864,"v81_7",0,7,10,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,4,2,2,1,3,1,2,1,3,4,2,1,4,3,1,3
865,"v81_1",0,8,5,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,3,2,3,2,2,1,3,2,4,4,2,3,3,3,2,2
865,"v81_2",0,0,5,0,0,52.515,12214,394,1,0,0,0,1,1,2,3,2,3,2,2,1,3,2,4,4,2,3,3,3,2,2
865,"v81_4",0,0,5,0,0,86.355,22138,714.129,1,0,0,0,1,1,2,3,2,3,2,2,1,3,2,4,4,2,3,3,3,2,2
865,"v81_5",0,2,5,0,0,15.435,7332,236.516,1,0,0,0,1,1,2,3,2,3,2,2,1,3,2,4,4,2,3,3,3,2,2
865,"v81_6",1,10,5,1,0,221.94,44857,1447,1,0,0,0,1,1,2,3,2,3,2,2,1,3,2,4,4,2,3,3,3,2,2
865,"v81_7",0,4,5,0,0,2.7,6908,222.8387,1,0,0,0,1,1,2,3,2,3,2,2,1,3,2,4,4,2,3,3,3,2,2
866,"v81_1",0,4,5,0,0,59.58,13878,447.6774,0,1,0,0,5,5,2,2,3,2,4,3,1,4,4,3,2,4,3,3,3,3,4
866,"v81_2",1,2,5,0,0,52.515,12214,394,0,1,0,0,5,5,2,2,3,2,4,3,1,4,4,3,2,4,3,3,3,3,4
866,"v81_4",0,0,5,0,0,86.355,22138,714.129,0,1,0,0,5,5,2,2,3,2,4,3,1,4,4,3,2,4,3,3,3,3,4
866,"v81_5",0,5,5,0,0,15.435,7332,236.516,0,1,0,0,5,5,2,2,3,2,4,3,1,4,4,3,2,4,3,3,3,3,4
866,"v81_6",0,10,5,0,0,221.94,44857,1447,0,1,0,0,5,5,2,2,3,2,4,3,1,4,4,3,2,4,3,3,3,3,4
866,"v81_7",0,2,5,0,0,2.7,6908,222.8387,0,1,0,0,5,5,2,2,3,2,4,3,1,4,4,3,2,4,3,3,3,3,4
867,"v81_1",1,3,5,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,3,1,1,2,3,1,2,3,3,2,3,3,3,3,1,3
867,"v81_2",0,8,5,0,0,52.515,12214,394,1,0,0,0,3,3,2,3,1,1,2,3,1,2,3,3,2,3,3,3,3,1,3
867,"v81_4",0,0,5,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,3,1,1,2,3,1,2,3,3,2,3,3,3,3,1,3
867,"v81_5",0,5,5,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,3,1,1,2,3,1,2,3,3,2,3,3,3,3,1,3
867,"v81_6",0,7,5,0,0,221.94,44857,1447,1,0,0,0,3,3,2,3,1,1,2,3,1,2,3,3,2,3,3,3,3,1,3
867,"v81_7",0,8,5,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,3,1,1,2,3,1,2,3,3,2,3,3,3,3,1,3
868,"v81_1",0,5,10,0,0,59.58,13878,447.6774,1,0,0,0,1,2,2,2,1,2,2,2,3,2,4,3,3,1,3,2,3,2,3
868,"v81_2",0,5,10,0,0,52.515,12214,394,1,0,0,0,1,2,2,2,1,2,2,2,3,2,4,3,3,1,3,2,3,2,3
868,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,1,2,2,2,1,2,2,2,3,2,4,3,3,1,3,2,3,2,3
868,"v81_5",0,2,10,0,0,15.435,7332,236.516,1,0,0,0,1,2,2,2,1,2,2,2,3,2,4,3,3,1,3,2,3,2,3
868,"v81_6",1,10,10,1,0,221.94,44857,1447,1,0,0,0,1,2,2,2,1,2,2,2,3,2,4,3,3,1,3,2,3,2,3
868,"v81_7",0,4.823752,10,0,0,2.7,6908,222.8387,1,0,0,0,1,2,2,2,1,2,2,2,3,2,4,3,3,1,3,2,3,2,3
869,"v81_1",0,5,5,0,0,59.58,13878,447.6774,1,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5
869,"v81_2",0,7,5,0,0,52.515,12214,394,1,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5
869,"v81_4",1,0,5,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5
869,"v81_5",0,7,5,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5
869,"v81_6",0,8,5,0,0,221.94,44857,1447,1,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5
869,"v81_7",0,8,5,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5
870,"v81_1",0,5,10,0,0,59.58,13878,447.6774,1,0,0,0,1,6,1,2,2,2,1,3,1,2,1,4,1,2,3,3,2,1,2
870,"v81_2",0,4,10,0,0,52.515,12214,394,1,0,0,0,1,6,1,2,2,2,1,3,1,2,1,4,1,2,3,3,2,1,2
870,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,1,6,1,2,2,2,1,3,1,2,1,4,1,2,3,3,2,1,2
870,"v81_5",0,2,10,0,0,15.435,7332,236.516,1,0,0,0,1,6,1,2,2,2,1,3,1,2,1,4,1,2,3,3,2,1,2
870,"v81_6",1,10,10,1,0,221.94,44857,1447,1,0,0,0,1,6,1,2,2,2,1,3,1,2,1,4,1,2,3,3,2,1,2
870,"v81_7",0,2,10,0,0,2.7,6908,222.8387,1,0,0,0,1,6,1,2,2,2,1,3,1,2,1,4,1,2,3,3,2,1,2
871,"v81_1",0,4.823752,2,0,0,59.58,13878,447.6774,0,0,0,1,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,2,3,1,4
871,"v81_2",1,0,2,0,0,52.515,12214,394,0,0,0,1,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,2,3,1,4
871,"v81_4",0,2,2,0,0,86.355,22138,714.129,0,0,0,1,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,2,3,1,4
871,"v81_5",0,4.823752,2,0,0,15.435,7332,236.516,0,0,0,1,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,2,3,1,4
871,"v81_6",0,3,2,0,0,221.94,44857,1447,0,0,0,1,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,2,3,1,4
871,"v81_7",0,4.823752,2,0,0,2.7,6908,222.8387,0,0,0,1,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,2,3,1,4
872,"v81_1",0,7,3,0,0,59.58,13878,447.6774,0,1,0,0,5,6,2,4,2,2,1,1,2,2,1,2,3,3,8,2,3,2,5
872,"v81_2",0,10,3,0,0,52.515,12214,394,0,1,0,0,5,6,2,4,2,2,1,1,2,2,1,2,3,3,8,2,3,2,5
872,"v81_4",1,1,3,0,1,86.355,22138,714.129,0,1,0,0,5,6,2,4,2,2,1,1,2,2,1,2,3,3,8,2,3,2,5
872,"v81_5",0,7,3,0,0,15.435,7332,236.516,0,1,0,0,5,6,2,4,2,2,1,1,2,2,1,2,3,3,8,2,3,2,5
872,"v81_6",0,8,3,0,0,221.94,44857,1447,0,1,0,0,5,6,2,4,2,2,1,1,2,2,1,2,3,3,8,2,3,2,5
872,"v81_7",0,10,3,0,0,2.7,6908,222.8387,0,1,0,0,5,6,2,4,2,2,1,1,2,2,1,2,3,3,8,2,3,2,5
873,"v81_1",1,3,3,1,0,59.58,13878,447.6774,1,0,0,0,3,3,2,2,1,1,1,2,1,2,1,1,1,4,1,2,3,1,3
873,"v81_2",0,7,3,0,0,52.515,12214,394,1,0,0,0,3,3,2,2,1,1,1,2,1,2,1,1,1,4,1,2,3,1,3
873,"v81_4",0,0,3,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,2,1,1,1,2,1,2,1,1,1,4,1,2,3,1,3
873,"v81_5",0,9,3,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,2,1,1,1,2,1,2,1,1,1,4,1,2,3,1,3
873,"v81_6",0,6,3,0,0,221.94,44857,1447,1,0,0,0,3,3,2,2,1,1,1,2,1,2,1,1,1,4,1,2,3,1,3
873,"v81_7",0,10,3,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,2,1,1,1,2,1,2,1,1,1,4,1,2,3,1,3
874,"v81_1",0,4.823752,7,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,4,1,2,2,2,1,3,1,3,3,4,2,3,2,3,3
874,"v81_2",0,5,7,0,0,52.515,12214,394,1,0,0,0,2,2,2,4,1,2,2,2,1,3,1,3,3,4,2,3,2,3,3
874,"v81_4",0,0,7,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,4,1,2,2,2,1,3,1,3,3,4,2,3,2,3,3
874,"v81_5",0,4.823752,7,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,4,1,2,2,2,1,3,1,3,3,4,2,3,2,3,3
874,"v81_6",1,8,7,0,0,221.94,44857,1447,1,0,0,0,2,2,2,4,1,2,2,2,1,3,1,3,3,4,2,3,2,3,3
874,"v81_7",0,8,7,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,4,1,2,2,2,1,3,1,3,3,4,2,3,2,3,3
875,"v81_1",0,2,10,0,0,59.58,13878,447.6774,1,0,0,0,1,1,1,3,2,3,1,2,1,3,1,3,1,7,3,3,3,1,3
875,"v81_2",0,4,10,0,0,52.515,12214,394,1,0,0,0,1,1,1,3,2,3,1,2,1,3,1,3,1,7,3,3,3,1,3
875,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,1,1,1,3,2,3,1,2,1,3,1,3,1,7,3,3,3,1,3
875,"v81_5",0,3,10,0,0,15.435,7332,236.516,1,0,0,0,1,1,1,3,2,3,1,2,1,3,1,3,1,7,3,3,3,1,3
875,"v81_6",1,10,10,1,0,221.94,44857,1447,1,0,0,0,1,1,1,3,2,3,1,2,1,3,1,3,1,7,3,3,3,1,3
875,"v81_7",0,8,10,0,0,2.7,6908,222.8387,1,0,0,0,1,1,1,3,2,3,1,2,1,3,1,3,1,7,3,3,3,1,3
876,"v81_1",0,0,4,0,0,59.58,13878,447.6774,0,1,0,0,4,6,2,1,1,1,3,2,1,3,1,4,2,2,1,2,2,2,3
876,"v81_2",1,1,4,1,0,52.515,12214,394,0,1,0,0,4,6,2,1,1,1,3,2,1,3,1,4,2,2,1,2,2,2,3
876,"v81_4",0,6,4,0,0,86.355,22138,714.129,0,1,0,0,4,6,2,1,1,1,3,2,1,3,1,4,2,2,1,2,2,2,3
876,"v81_5",0,6,4,0,0,15.435,7332,236.516,0,1,0,0,4,6,2,1,1,1,3,2,1,3,1,4,2,2,1,2,2,2,3
876,"v81_6",0,7,4,0,0,221.94,44857,1447,0,1,0,0,4,6,2,1,1,1,3,2,1,3,1,4,2,2,1,2,2,2,3
876,"v81_7",0,0,4,0,0,2.7,6908,222.8387,0,1,0,0,4,6,2,1,1,1,3,2,1,3,1,4,2,2,1,2,2,2,3
877,"v81_1",0,5,10,0,0,59.58,13878,447.6774,1,0,0,0,2,2,2,2,3,7,2,1,2,3,2,3,2,7,3,3,3,1,3
877,"v81_2",1,6,10,0,0,52.515,12214,394,1,0,0,0,2,2,2,2,3,7,2,1,2,3,2,3,2,7,3,3,3,1,3
877,"v81_4",0,0,10,0,0,86.355,22138,714.129,1,0,0,0,2,2,2,2,3,7,2,1,2,3,2,3,2,7,3,3,3,1,3
877,"v81_5",0,3,10,0,0,15.435,7332,236.516,1,0,0,0,2,2,2,2,3,7,2,1,2,3,2,3,2,7,3,3,3,1,3
877,"v81_6",0,7,10,0,0,221.94,44857,1447,1,0,0,0,2,2,2,2,3,7,2,1,2,3,2,3,2,7,3,3,3,1,3
877,"v81_7",0,4,10,0,0,2.7,6908,222.8387,1,0,0,0,2,2,2,2,3,7,2,1,2,3,2,3,2,7,3,3,3,1,3
878,"v81_1",0,3,7,0,0,59.58,13878,447.6774,0,0,1,0,3,3,2,4,2,2,2,4,3,2,1,1,4,4,3,3,3,3,4
878,"v81_2",0,4.823752,7,0,0,52.515,12214,394,0,0,1,0,3,3,2,4,2,2,2,4,3,2,1,1,4,4,3,3,3,3,4
878,"v81_4",0,0,7,0,0,86.355,22138,714.129,0,0,1,0,3,3,2,4,2,2,2,4,3,2,1,1,4,4,3,3,3,3,4
878,"v81_5",1,7,7,1,0,15.435,7332,236.516,0,0,1,0,3,3,2,4,2,2,2,4,3,2,1,1,4,4,3,3,3,3,4
878,"v81_6",0,3,7,0,0,221.94,44857,1447,0,0,1,0,3,3,2,4,2,2,2,4,3,2,1,1,4,4,3,3,3,3,4
878,"v81_7",0,7,7,0,0,2.7,6908,222.8387,0,0,1,0,3,3,2,4,2,2,2,4,3,2,1,1,4,4,3,3,3,3,4
879,"v81_1",0,3,8,0,0,59.58,13878,447.6774,0,0,0,1,3,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,3,3,3
879,"v81_2",0,5,8,0,0,52.515,12214,394,0,0,0,1,3,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,3,3,3
879,"v81_4",0,1,8,0,0,86.355,22138,714.129,0,0,0,1,3,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,3,3,3
879,"v81_5",1,0,8,0,1,15.435,7332,236.516,0,0,0,1,3,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,3,3,3
879,"v81_6",0,8,8,0,0,221.94,44857,1447,0,0,0,1,3,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,3,3,3
879,"v81_7",0,4.823752,8,0,0,2.7,6908,222.8387,0,0,0,1,3,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,3,3,3
880,"v81_1",0,3,6,0,0,59.58,13878,447.6774,1,0,0,0,3,4,2,1,1,2,3,2,1,2,2,2,3,4,3,3,2,2,3
880,"v81_2",1,6,6,0,0,52.515,12214,394,1,0,0,0,3,4,2,1,1,2,3,2,1,2,2,2,3,4,3,3,2,2,3
880,"v81_4",0,2,6,0,0,86.355,22138,714.129,1,0,0,0,3,4,2,1,1,2,3,2,1,2,2,2,3,4,3,3,2,2,3
880,"v81_5",0,3,6,0,0,15.435,7332,236.516,1,0,0,0,3,4,2,1,1,2,3,2,1,2,2,2,3,4,3,3,2,2,3
880,"v81_6",0,5,6,0,0,221.94,44857,1447,1,0,0,0,3,4,2,1,1,2,3,2,1,2,2,2,3,4,3,3,2,2,3
880,"v81_7",0,4.823752,6,0,0,2.7,6908,222.8387,1,0,0,0,3,4,2,1,1,2,3,2,1,2,2,2,3,4,3,3,2,2,3
881,"v81_1",1,4.823752,6.127517,0,1,59.58,13878,447.6774,1,0,0,0,3,3,2,1,1,1,3,3,1,2,7,3,1,2,3,2,3,2,5
881,"v81_2",0,4.823752,6.127517,0,0,52.515,12214,394,1,0,0,0,3,3,2,1,1,1,3,3,1,2,7,3,1,2,3,2,3,2,5
881,"v81_4",0,4.823752,6.127517,0,0,86.355,22138,714.129,1,0,0,0,3,3,2,1,1,1,3,3,1,2,7,3,1,2,3,2,3,2,5
881,"v81_5",0,4.823752,6.127517,0,0,15.435,7332,236.516,1,0,0,0,3,3,2,1,1,1,3,3,1,2,7,3,1,2,3,2,3,2,5
881,"v81_6",0,4.823752,6.127517,0,0,221.94,44857,1447,1,0,0,0,3,3,2,1,1,1,3,3,1,2,7,3,1,2,3,2,3,2,5
881,"v81_7",0,4.823752,6.127517,0,0,2.7,6908,222.8387,1,0,0,0,3,3,2,1,1,1,3,3,1,2,7,3,1,2,3,2,3,2,5
882,"v81_1",0,0,6.127517,0,0,59.58,13878,447.6774,1,0,0,0,1,1,2,1,1,2,4,3,1,1,2,4,3,1,3,3,5,3,3
